Interjection Text,Paragraph,Directed at (Party),Party,Interjector Party,Quote,true_label,pred_label
Oh! Oh!,Ich habe mal auf die Homepage Ihrer Fraktion im Deutschen Bundestag geschaut.,GRUENE,GRUENE,GRUENE,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Hört! Hört!,"Aber nicht alle Verzögerungen sind gerechtfertigt, und manchmal bin ich fassungslos über die Lässigkeit, mit der die Bedürfnisse von Eltern und Kindern beiseitegeschoben werden. Denn das Ganztagsförderungsgesetz war schon seit 2019 in Arbeit. Aber erst ein Jahr später, nämlich Ende 2020, war die Verwaltungsvereinbarung fertig, mit der die erste Tranche der Mittel abgerufen werden konnte. Der Grund: Einige Bundesländer hatten sich bei den Verhandlungen sehr viel Zeit gelassen.",SPD,SPD,SPD,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Richtig!,"Denn es ist doch völlig klar, dass wir den Kampf gegen die Klimakrise nur dann gewinnen können, wenn wir politische und gesellschaftliche Mehrheiten haben.",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
"Immer ruhig, Brauner!","Das heißt, der Informationsaustausch wird am Schluss schneller und umfangreicher sein. Für uns Grüne ist dabei klar: Genau diese Informationen sollen auch der Öffentlichkeit zugänglich sein.",GRUENE,GRUENE,SPD,False,['confrontational_others'],['cooperative']
Abgehen! Nach Hause gehen!,"wo die Gefahren in diesem Land sind, sondern Sie verharmlosen sie in einer Art und Weise, die diesem Land extrem schadet und es gefährdet, meine Damen und Herren.",SPD,SPD,GRUENE,False,"['confrontational_others', 'cooperative']",['confrontational']
Wenigstens einer sagt es!,"– Nicht mal die Regierung glaubt das; die hat nämlich gerade beschlossen, 2022 aus Haushaltsresten genau diese halbe Milliarde wieder einzusetzen.",GRUENE,GRUENE,FDP,False,['cooperative'],['cooperative']
"Das ist das, was die wollen!","Das Interesse der AfD ist: mehr globale Ungleichheit, globale Unsicherheit, mehr gewaltsame Konflikte, weniger globale Zusammenarbeit und damit eine direkte Unterstützung der Interessen von Putin und der Versuch eines globalen Rechtsrucks.",GRUENE,GRUENE,GRUENE,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Gar nicht! Der hilft gar nicht!,"Ich will abschließend zu einer Behauptung etwas sagen, die Sie in Ihrem Antrag aufstellen. Sie behaupten nämlich, wir würden in unserem Koalitionsvertrag kein Bekenntnis abgeben zur Zusammenarbeit mit der Privatwirtschaft. Ich würde Ihnen mal einen Blick in den Koalitionsvertrag empfehlen, weil genau das Gegenteil der Fall ist. Ich darf mal zitieren: „Gemeinsam mit … Unternehmen … setzen wir uns für faire und formelle Arbeitsbedingungen sowie existenzsichernde Löhne … ein.“ Oder eine andere Formulierung: „Mit Klima- und Entwicklungspartnerschaften fördern wir beidseitigen Wissens- und Technologietransfer“ und „den Ausbau erneuerbarer Energien“. Wenn Sie noch eine dritte Passage haben wollen, gebe ich Ihnen die gerne: „Wir stärken unser Engagement insbesondere für Grundbildung“, für die Fort- und Weiterbildung und für das, was Ihnen so wichtig ist, für die duale Berufsausbildung. – Genau da werden wir ansetzen. Wir werden das weiter aufbauen und in diesem Sinne die Entwicklungszusammenarbeit weiter stärken. Ihr Antrag hilft dabei in der Sache leider relativ wenig.",GRUENE,GRUENE,SPD,False,"['confrontational_others', 'cooperative']",['confrontational_others']
So ist es!,"Was für den Außenstehenden wie eine Bagatelle erscheint, kann sich für den Betroffenen oft lebensbedrohlich darstellen.",SPD,SPD,FDP,False,['cooperative'],['cooperative']
Genau!,"Das Einzige, das wir sagen können, ist: Es eilt. Wie ich eingangs sagte: Es geht um Menschenrechte. Und deshalb handeln wir jetzt. Menschenrechte gelten nicht nur in guten Zeiten.",SPD,SPD,SPD,False,['cooperative'],['cooperative']
Sehr spannend!,"„Die CSU-Spitze diskutierte Seehofers Plan, den Ausstieg aus der Atomenergie in den nächsten zehn Jahren zu schaffen. Trotz skeptischer Stimmen hält er an dem Zeitraum fest. ‚Wir dürfen nicht vom eingeschlagenen Kurs abgehen. Das wäre eine Täuschung der Bevölkerungʼ, sagte der Regierungschef …“",SPD,SPD,GRUENE,True,"['confrontational_others', 'cooperative']",['cooperative']
So ist es!,"Denn es ist keine Frage der Beweggründe – erst recht nicht mit Blick auf die „Letzte Generation“ –, es ist vielmehr eine Frage des Vorgehens. Das Vorgehen ist falsch und hat Spaltpotenzial – so glaube ich – für die ganze Klimabewegung. Wir erinnern uns: Fridays for Future hat den politischen Scheinwerfer auf das Thema gerichtet. Die „Letzte Generation“ sorgt dafür, dass sich die Menschen von diesem Thema wieder abwenden.",SPD,SPD,FDP,False,['cooperative'],['cooperative']
Ganz genau!,Und ich warne Sie auch ausdrücklich: Reden Sie nicht die Arbeit der Bundespolizistinnen und Bundespolizisten schlecht!,SPD,SPD,SPD,False,['cooperative'],['cooperative']
Auf jeden Fall!,"Frau Präsidentin! Abgeordnete! In diesem Haus ist ja oft und gerne die Rede von den hart arbeitenden Menschen in diesem Land. Nun, ich glaube, wir sind uns alle einig, die Paketzustellerinnen und Paketzusteller gehören dazu.",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
Die schlimmste Opposition aller Zeiten!,"damit wir die gemeinsame Zukunft zwischen unseren zwei Kontinenten voranbringen können, die größte Freihandelszone der Welt schaffen können, und dies aufbauend auf den gemeinsamen Interessen von Demokratie, Nachhaltigkeit und Freiheit. Daran arbeiten wir, und ich zähle dabei auch auf die Unterstützung der Opposition.",GRUENE,GRUENE,SPD,False,['confrontational_others'],['confrontational']
Oder 100 Milliarden Euro Steuersenkungen!,"Die Schwäche ist leider chronisch geworden, und wir stehen vor großen Herausforderungen – eine strukturelle Wachstumsschwäche. Trotz einer starken wirtschaftlichen Basis aus Innovationskraft, qualifizierten Arbeitskräften und einem stabilen Mittelstand gelingt es uns nicht, das volle Potenzial unserer Volkswirtschaft auszuschöpfen. Deshalb sind Strohfeuer wie 1 000-Euro-Prämien, Ladebonus oder Steuergutschriften „made in Germany“ Augenwischerei. Wir brauchen grundlegende Strukturreformen.",FDP,FDP,GRUENE,False,['confrontational'],['cooperative']
Sehr richtig!,"Man kann also mit Fug und Recht sagen: Diese Bundesregierung und die sie tragende Koalition investieren in Schiene, Straße und digitale Netze auf Rekordniveau.",FDP,FDP,FDP,False,['cooperative'],['cooperative']
"Energieeffizienz meinen Sie, oder?","Wir schlagen außerdem vor, eine grundlegende Reform auch des Gebäudeenergiegesetzes zu machen. Wir müssen mal an die Frage ran, wie wir Emissionseffizienz erreichen.",FDP,FDP,GRUENE,False,['cooperative'],['confrontational']
Ui!,"Sie wissen, dass wir Grünen mehr beim Klimaschutz wollen, als aktuell mit SPD und FDP möglich ist.",GRUENE,GRUENE,FDP,False,['confrontational'],['cooperative']
Genau!,"Das haben wir mit den vorliegenden Gesetzen, die wir bereits besprochen haben, getan. Das werden wir weiterhin tun. Und wie Sie ja wissen, diskutieren wir in diesen Tagen sehr viel über das sogenannte Wirtschaftsdynamisierungspaket. Ich halte es für richtig. Damit werden wir dafür sorgen, dass wir die deutsche Wirtschaft unterstützen.",SPD,SPD,FDP,False,['cooperative'],['cooperative']
Sehr gut!,"und bei 1 Hektar Photovoltaik 800 bis 1 000 Euro pro Jahr, abhängig vom Standort.",GRUENE,GRUENE,SPD,False,['cooperative'],['cooperative']
Genau!,"Und weil wir mit lauter Einzelmaßnahmen vorangegangen sind, haben wir die von Ihnen geerbte Klimaschutzlücke von 1 100 Millionen Tonnen kumuliert bis 2030 auf 200 Millionen Tonnen verringert. Jetzt setzen Sie das bitte ins Verhältnis. Ich habe heute in der Debatte schon gehört: Die Klimaschutzanstrengungen der Ampel sind nicht groß genug. – Jetzt werfen Sie uns vor, dass dieser Schritt nicht ausreichend ist. Aber Sie selbst sind gar nicht in der Lage, irgendeinen Schritt vorzuschlagen,",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
"Ja, aber nicht mit solchen Reden!","Ich bedanke mich herzlich. Wir sollten dafür sorgen, dass diese Leute hier rechts aus den Parlamenten verschwinden, und nicht dazu beitragen, dass sie noch gestärkt werden.",SPD,SPD,FDP,False,['confrontational'],['confrontational']
Ganz genau!,"und alle Fragen, die man stellen kann, sind in Hamburg schon mehrfach gestellt worden. Also kann man ja schon gar nicht sagen: Da muss etwas aufgeklärt werden. – Denn seit zweieinhalb Jahren sind das auch Ihre Kolleginnen und Kollegen aus der Bürgerschaft, die dort Fragen stellen. Sie haben offenbar kein Vertrauen in die Kolleginnen und Kollegen in Hamburg.",SPD,SPD,SPD,False,['cooperative'],['cooperative']
Auch beim Energie- und Klimafonds?,"Zur Wahrheit gehört aber auch: In diesem Haushalt sind einige Projekte angelegt, die in den kommenden Jahren mit mehr Geld ausfinanziert werden müssen. Wenn wir es ernst meinen mit dem Chancenministerium, dann müssen wir das in den kommenden Jahren auch entsprechend ausfinanzieren. Dann werden wir auch darüber sprechen müssen, den Gesamtetat des BMBF zu erhöhen. Ich wünsche der Ministerin ganz viel Erfolg bei den Gesprächen dazu mit ihren Parteikollegen. Sie haben uns sicher an Ihrer Seite.",GRUENE,GRUENE,FDP,False,['confrontational'],['ambiguous']
Ja! „Paranoid“ ist gut!,"Dabei ist nicht jede kritische Auseinandersetzung, jede Veränderung gleichzusetzen mit einem Angriff auf kulturelle Identität, so wie es das absurde, paranoide Narrativ der AfD in ihrem Antrag über Seiten hinweg nahelegt.",FDP,FDP,SPD,False,['cooperative'],['cooperative']
Aber nicht zur Haftung auf europäischer Ebene!,„Wir Freie Demokraten setzen auf gelebte Eigenverantwortung von Unternehmen und Konsumenten zum besseren Schutz der Menschenrechte. ... Daher treten wir für eine einheitliche europäische Regelung zur menschenrechtlichen Sorgfaltspflicht in der Lieferkette ein.“,SPD,SPD,FDP,True,['confrontational'],['ambiguous']
So ist es!,"Wir Grünen tragen sogar Maßnahmen mit, die uns vielleicht nicht so gut gefallen – zum Beispiel die genannte Erhöhung der Fernpendlerpauschale –, um die Menschen zu entlasten.",GRUENE,GRUENE,FDP,False,['cooperative'],['cooperative']
Das ist ja auch richtig!,"Damit haben sie suggeriert, dass die Laufzeit der Kernkraftwerke nicht verlängert werden kann,",FDP,FDP,GRUENE,False,['confrontational'],['cooperative']
Echt?,"Die Liste lässt sich weiterführen: Mario Müller, mehrfach rechtskräftig verurteilt, gilt als einer der führenden Köpfe der Identitären und war beim sogenannten Geheimtreffen von Potsdam dabei. Er arbeitet bei Jan Wenzel Schmidt.",GRUENE,GRUENE,GRUENE,False,"['confrontational_others', 'cooperative']",['cooperative']
Stimmt doch!,"Wir müssen in der Sache streiten. Wir müssen den richtigen Weg finden. Es ist doch klar, dass wir eine Koalition aus unterschiedlichen Ideen und Vorstellungen bilden. Und es ist doch richtig, dass wir darüber streiten, aber in der Sache. Darum muss es immer gehen. Liebe Union, ich weiß: Das ist für Sie etwas Neues. Streit in der Sache haben Sie sich 16 Jahre lang abtrainiert.",FDP,FDP,FDP,False,"['confrontational_others', 'cooperative']",['cooperative']
Richtig!,"Sie sollten sagen: Wir hätten es in einigen Punkten anders gemacht, aber im Prinzip schließen wir uns euch an. – Stattdessen sagt ihr: Nö, die sind nicht digitalisiert; das ist blöd. – Die müssen sich digitalisieren! Die müssen die Daten liefern!",FDP,FDP,SPD,False,['cooperative'],['cooperative']
Wo sind denn die Beweise?,"Auch diesen Umstand, liebe Frau Kollegin Badum, sollten Sie vielleicht einmal vortragen, um den ganzen Sachverhalt darzustellen, damit die Menschen ein vollständiges Bild davon bekommen, was hier passiert ist.",FDP,FDP,GRUENE,False,['confrontational'],['confrontational']
So ist es!,"Wir haben ein Modellprogramm auf den Weg gebracht, das sehr gut gelaufen und auch sehr gut evaluiert worden ist, und wir haben dafür gesorgt, dass dieses Bundesprogramm in die Regelfinanzierung der Länder übergeht, im KiTa-Qualitätsgesetz.",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
Sehr richtig!,"Das ändert aber nichts an den realen menschlichen Dramen und Tragödien, und es löst nicht die Aufgabe, vor der wir stehen.",SPD,SPD,SPD,False,['cooperative'],['cooperative']
Hört! Hört!],"Mit diesem Antrag will die Alternative für Deutschland die Progression, die unser Einkommensteuersystem prägt, also die Tatsache, dass Menschen, die mehr verdienen, auf den höheren Einkommensanteil auch einen höheren Steueranteil bezahlen, größtenteils abschaffen. Wir müssen fragen: Wem nützt das? Ein Alleinverdiener, eine Alleinverdienerin verdient im deutschen Durchschnitt etwas über 45 000 Euro pro Jahr. Dafür fällt heute Einkommensteuer in Höhe von etwas über 9 000 Euro an. Ich gehe hier von einem Single aus. Ein Einkommensmillionär, Single, zahlt heute inklusive Solidaritätszuschlag gut 450 000 Euro Steuern. Wenn es nach Ihnen geht, dann soll der Durchschnittsverdiener künftig 7 000 Euro Steuern zahlen, 6 500 Euro vielleicht. Zugegeben, das ist eine spürbare Entlastung: 2 500 Euro weniger Steuern. Der Einkommensmillionär soll aber um sage und schreibe 238 000 Euro entlastet werden und nur noch etwas über 200 000 Euro an Steuern abführen.",GRUENE,GRUENE,SPD,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
So ist es!,"Ich wende mich wirklich an Sie alle: Tessa Ganserer ist eine von uns. Sie ist meine und unsere Kollegin,",GRUENE,GRUENE,FDP,False,['cooperative'],['cooperative']
75 Prozent der Mieterinnen und Mieter wollen Eigentum!,"Das ist der Traum der Mehrheit der Menschen. Bezahlbares Wohnen inkludiert, umfasst natürlich auch das Eigenheim, das man selber bauen möchte.",SPD,SPD,FDP,False,['cooperative'],['ambiguous']
Das mit den Zinsen haben Sie falsch verstanden!,"Für mich steht fest: Endlich lösen wir den Investitionsstau in unserem Land auf. Wir Sozialdemokraten haben lange dafür gekämpft, dass wir die engen Fesseln der Schuldenbremse, der Zukunftsbremse lösen und endlich handeln. Denn nur wer investiert, kann die Zukunft gestalten. Wir haben es immer wieder auch von Unternehmen und von Wirtschaftswissenschaftlern gehört: Jeder Euro, den wir heute nicht investieren, kostet morgen doppelt so viel in Form von maroder Infrastruktur, verschlepptem Wachstum, abgehängten Regionen und nicht vorhandenen Wettbewerbschancen.",SPD,SPD,FDP,False,['confrontational'],['confrontational']
So ist es!,"Die Antragsforderung nach mehr EU-only-Abkommen überrascht, nicht weil auch die FDP und der Bundeskanzler das vor einem Jahr gefordert haben – noch mal geschenkt –, sondern weil für den Fall der EU-only-Abkommen keine Ratifizierung durch die nationalen Parlamente zu erfolgen braucht, was zur Folge hat, dass wir im Bundestag auf anderem Wege unseren grundgesetzlich auferlegten Kontroll- und Mitwirkungspflichten nachkommen müssen.",FDP,FDP,GRUENE,False,['cooperative'],['cooperative']
Genau!,"Das Problem sind eher die Asylgerichtsverfahren, und daher haben wir – das haben Sie vielleicht sogar mitbekommen – im Dezember letzten Jahres ein Gesetz zur Asylgerichtsverfahrensbeschleunigung auf den Weg gebracht.",FDP,FDP,SPD,False,['cooperative'],['cooperative']
Ja!,"Die Kommunen können diese nur einschränken, wenn sie eine Gefahrenlage nachweisen, was bedeutet, dass erst Menschen zu Schaden kommen müssen.",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
Hört! Hört!,"beispielsweise illegale Gelder von Schweizer Pharmaunternehmen, die an die AfD gespendet wurden",SPD,SPD,SPD,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
So ist es!,Bitte schafft das Lieferkettengesetz nicht ab! Es schützt uns; es verbessert unsere Arbeitsbedingungen. Das Lieferkettengesetz wirkt.,SPD,SPD,SPD,False,['cooperative'],['cooperative']
Hört! Hört!,"Sehr geehrte Frau Präsidentin! Liebe Kolleginnen und Kollegen! Lieber Herr Geissler, haben Sie eigentlich zur Kenntnis genommen, dass es eine Initiative für lebenswerte Städte und Gemeinden gibt, die 978 Kommunen umfasst?",SPD,SPD,SPD,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Hört! Hört!,"Sie verweisen auf Schweden. Da ist es genauso passiert: Da hat man einen Teil des umlagefinanzierten Beitrags genommen und hat den in individuelle Konten gesteckt. Der steht dann dem Umlagesystem nicht zur Verfügung. Und das heißt, Sie müssen zunächst mal Rentenleistungen absenken,",SPD,SPD,GRUENE,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Letzteres!,Es braucht also eine Richtungsentscheidung: Wollen wir mehr Staat und mehr Subventionen? Oder wollen wir mehr Freiheit und soziale Marktwirtschaft?,FDP,FDP,FDP,False,['cooperative'],['cooperative']
Sehr richtig!,"Lieber Herr Müller, dass Sie dann eigentlich in das gleiche Fahrwasser hineingehen, das schockiert mich, ehrlich gesagt, schon.",FDP,FDP,SPD,False,['cooperative'],['cooperative']
So ist es!,"Wir beobachten sehr genau, wie Russland seine gesamte Wirtschaft auf Kriegsproduktion umstellt. In einer finsteren Allianz mit dem Iran stellt sich Putin auf einen langen Krieg ein, nicht auf Verhandlungen; denn er ist überzeugt von seiner von Größenwahn getriebenen Mission, das russische Territorium zu erweitern. Deswegen ist es auch lächerlich, von der OSZE eine Friedensmission zu fordern. Ich bin Mitglied der OSZE-Parlamentarierversammlung und habe erlebt, wie sich die russische Delegation dort aufführt, wie sie die deutsche Delegation als Faschisten bezeichnet hat.",SPD,SPD,FDP,False,['cooperative'],['cooperative']
Das stimmt!,"Sosehr es gilt, zu sagen: „Im Rechtsstaat definieren Gerichte und nicht Politiker, was kriminell ist und was nicht“, ist umso befremdlicher, wie manche immer wieder betonen müssen, dass etwas nicht kriminalisiert werden dürfe. Das dient meistens der Verharmlosung. In Prozessen sollten beschleunigte Verfahren angewendet werden. Und zwar geht es nicht unbedingt um härtere Strafen. Es geht vor allem darum, schnelle, konsequente Urteile zu haben. Damit für alle in unserem Land sichtbar wird, dass in unserem demokratischen Rechtsstaat Recht und Gesetz sich durchsetzen. Ebenso wichtig ist es, dass der Rechtsstaat nicht überreagiert. Radikale Bewegungen provozieren den Staat bewusst, und die darauffolgende Überreaktion ist Teil ihres Kalküls. Kaum etwas radikalisiert ihre Anhänger stärker.",FDP,FDP,GRUENE,False,['cooperative'],['cooperative']
Hört! Hört!,"Ich habe sie auch nicht als Abgeordneter bekommen. – Nein, Sie haben sie bekommen, weil Sie neben Ihrer Abgeordnetentätigkeit noch selbstständig tätig sind.",GRUENE,GRUENE,FDP,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Ganz wichtig!,"Und was wir schaffen, ist, nachher auch Rechtsfrieden wieder herzustellen. Denn es geht auch darum, dass in rechtsstaatlichen Verfahren klar unterschieden wird – und das muss man auch sprachlich klarmachen – Menschen, die einen Fluchtgrund haben, die einen Aufenthaltsgrund haben, werden in Deutschland bleiben können. Und Menschen, die, liebe Union, dem christlichen Gebot der Nächstenliebe Folge leisten und dafür sorgen, dass Menschen aus Seenot gerettet werden, werden nicht kriminalisiert. Auch wenn ich mit dem Kollegen Limburg da nicht mitgehe: Es war auch vorher schon klar – § 34 StGB kennen wir ja beide –, das war geklärt. Wir stellen es noch mal ausdrücklich klar. Denn das sind Humanität und Ordnung, und darum geht es dieser Fortschrittskoalition, liebe Kolleginnen und Kollegen.",SPD,SPD,GRUENE,False,['cooperative'],['cooperative']
O Gott!,"Es gibt einen einzigen Grund, warum das heute nicht im Gesetz ist, warum die Koalition das nicht umgesetzt hat, und dieser Grund heißt Hubertus Heil. Er hat von Anfang an den Koalitionsvertrag gebrochen, schon im ersten Jahr der Regierungskoalition.",FDP,FDP,SPD,False,['confrontational'],['confrontational']
Richtig!,"Herr Middelberg, wir haben zwei Entlastungspakete mit über 40 Milliarden Euro Entlastungsvolumen in den nächsten Jahren geschnürt. Nun sagen Sie – und das zieht sich ja wie ein roter Faden durch die Beiträge der Union in den Haushaltsberatungen –, dass es von allem immer etwas mehr sein muss. Ich habe von Ihnen in den Haushaltsberatungen keinen einzigen seriösen Gegenfinanzierungsvorschlag gehört.",FDP,FDP,FDP,False,['cooperative'],['cooperative']
Das ist das Tempo der Union!,und Sie deswegen diesen alten Antrag vom September 2023 wieder aufwärmen müssen.,SPD,SPD,GRUENE,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Lächerlich!,"Seien Sie gewiss: Wir als Ampel haben am Sonntag die Fragen der Entlastung debattiert. Heute ist Donnerstag. Morgen wird es unter Umständen auf europäischer Ebene eine Lösung geben, also nach noch nicht mal einer Woche. Das als langsam zu bezeichnen,",FDP,FDP,FDP,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
Ja! Das war doch ein totales Erfolgsmodell!,"Das alles ist ein Prozess. Ja, der kann nicht von heute auf morgen umgesetzt werden; das ist, glaube ich, klar. Aber ich bin davon überzeugt: Wenn wir die Kapazität nicht mehr für unsinnige Projekte wie eine Pkw-Maut für Ausländer verbrauchen,",SPD,SPD,SPD,False,"['confrontational_others', 'cooperative']",['ambiguous']
So ist es!,"Es ist auch nichts anderes als eine Straftat, sich auf der Straße festzukleben und damit auf gefährliche Weise in den Straßenverkehr einzugreifen.",SPD,SPD,FDP,False,['cooperative'],['cooperative']
Nichts!,Mein persönlicher Eindruck ist – was heute schon öfter angeklungen ist –: Außer Einsparungen bei den Umweltschutzprüfungen ist Ihnen wenig eingefallen.,SPD,SPD,GRUENE,False,"['confrontational_others', 'cooperative']",['confrontational_others']
Nazimilieus!,"Es kann nicht sein, dass in bestimmten Milieus jede polizeiliche Maßnahme mit der Gefahr einer absoluten Eskalation behaftet ist.",FDP,FDP,SPD,False,['ambiguous'],['ambiguous']
Niedriger!,"Sogenannte Langzeitnebenwirkungen, die unerwartet und teilweise erst mehrere Jahre nach der Impfung auftreten, sind bei sehr wenigen Impfungen bisher beobachtet worden und sind daher auch bei den Covid-19-Impfstoffen höchst selten zu erwarten. Als Mediziner werden wir diese Möglichkeit nicht ausschließen, können aber mit Bestimmtheit davon ausgehen, dass sich die Zahl der Fälle langfristig im Promillebereich bewegen wird.",SPD,SPD,FDP,False,['cooperative'],['cooperative']
Das war früher auch nicht anders!,"und dann stellen Sie bitte nicht solche Anträge. Was Sie dann bitte machen, ist Folgendes: Rufen Sie Ihren MP in Bayern an und sagen Sie ihm, er solle sich bitte nicht länger querstellen, auch im Rahmen der MPK nicht, und daran arbeiten, dass keine PMs herausgegeben werden, in denen eine Einigung, der er vorher zugestimmt hat, im Nachhinein ganz anders lautet!",FDP,FDP,SPD,False,"['confrontational_others', 'cooperative']",['confrontational_others']
Endlich sagt’s mal jemand!,Sehr geehrte Frau Präsidentin! Sehr geehrte Damen und Herren! Liebe Kolleginnen und Kollegen! Wir sind uns einig: Wohnen ist die soziale Frage unserer Zeit.,SPD,SPD,FDP,False,['ambiguous'],['ambiguous']
Jetzt kommt noch mal dasselbe!,Bitte schön.,SPD,SPD,SPD,False,['confrontational_others'],['cooperative']
Sehr richtig!,aber auch von Vertragsarbeiterinnen und Vertragsarbeitern sagt viel über die Versäumnisse dieses Landes bei der Anerkennung von Lebensleistungen von Migrantinnen und Migranten aus.,GRUENE,GRUENE,FDP,False,['cooperative'],['cooperative']
Genau! Und die Eisenbahner!,"Für diese Menschen geht es auch um eine soziale Befriedung der Einheit. Was denken Sie, was es auch mit den Kindern und Enkeln der Betroffenen macht, wenn sie sehen, dass die Bundesländer jetzt nicht mal bereit sind, ihren Eltern und Großeltern die Gerechtigkeit zukommen zu lassen, die ihnen zusteht?",SPD,SPD,SPD,False,['cooperative'],['cooperative']
So ist es!,"Dann will ich einen Punkt ansprechen, den Sie gerade genannt haben: die Frage der Zurückweisung. Wir haben Ihnen einen Vorschlag vorgelegt, der aus unserer Sicht rechtssicher und effektiv dieses Instrument möglich gemacht hätte. Bei dem, was Sie vorgeschlagen haben, muss man, um dies möglich zu machen, eine sogenannte Notlage erklären. Diese Notlage setzt letztendlich voraus, dass sowohl die Bundesinnenministerin erklärt, dass sich die Bundesrepublik kurz vorm Kollaps befindet, als auch alle 16 Bundesländer.",SPD,SPD,FDP,False,['cooperative'],['cooperative']
So viel Fantasie da drüben!,"und sagt: Die Schuldenbremse wollen wir dafür aussetzen, 3 Milliarden Euro in die Ukraine zu stecken. Dazu sagt mir Otto Fricke und jeder andere Haushälter hier: Die 3 Milliarden Euro hätten wir im Haushalt gefunden.",FDP,FDP,SPD,False,['confrontational'],['ambiguous']
Ja!,"Sehr geehrte Frau Präsidentin! Kolleginnen und Kollegen! Solingen steht wieder im Fokus. Im vergangenen Jahr haben viele von uns an den Mord an fünf türkischstämmigen Frauen und Mädchen erinnert,",SPD,SPD,GRUENE,False,['cooperative'],['cooperative']
Der sitzt da vorne! Den haben wir kennengelernt!,"Lieber Herr Merz, vielleicht kennen Sie das auch von Familienfeiern, wo es diesen meckernden Onkel gibt,",SPD,SPD,FDP,False,['confrontational'],['confrontational']
So ist es!,"Aber was schlagen Sie uns dann als Alternative vor? Da lassen Sie die Maske etwas sinken. In einer verschwurbelten Formulierung sagen Sie: Ja, wir wollen stabile und vielfältige Außenbeziehungen, um eine kostengünstige Versorgung mit Energieträgern sicherzustellen, und zwar mit allen Quellen, die zur Verfügung stehen. – Was heißt das auf gut Deutsch? Sie empfehlen uns, uns wieder in die Abhängigkeit von Russland zu begeben!",FDP,FDP,FDP,False,['cooperative'],['cooperative']
Und das entscheidet ihr?,"Die Forderungen der FDP schaffen auch keine Freiräume für Familie und Beruf. Im Gegenteil: Wer plötzlich zwölf Stunden am Tag arbeiten soll, hat weder Zeit für Kinderbetreuung noch für Hausarbeit.",GRUENE,GRUENE,FDP,False,['confrontational'],['confrontational']
Genau!,Insgesamt sind wir so fast wieder auf dem wirklich hohen Niveau des Vorjahres angekommen.,SPD,SPD,GRUENE,False,['cooperative'],['cooperative']
So ist es!,Sehr geehrte Frau Präsidentin! Liebe Kolleginnen und Kollegen! Meine sehr verehrten Damen und Herren! Helmut Schmidt hat mal gesagt: In der Krise beweist sich Charakter.,SPD,SPD,SPD,False,['cooperative'],['cooperative']
So ist es!,"Denn Ihr Gesetzentwurf heute, der zeigt doch eins: Sie haben als Partei nie wirklich hinter der Erkenntnis Ihrer ehemaligen Parteivorsitzenden gestanden.",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
Die Antwort steht im Protokoll!,"Ja, sehr gerne.",FDP,FDP,SPD,False,['confrontational_others'],['ambiguous']
Nicht nur das!,Damit haben wir angefangen – genau richtig –: Wir haben die Scherben der CSU zusammengekehrt.,SPD,SPD,SPD,False,"['confrontational_others', 'cooperative']","['confrontational_others', 'cooperative']"
So ist es!,"Nicht nur die Linkspartei sagt das, auch etwa der heutige Vorsitzende des Haushaltsausschusses des Deutschen Bundestages",FDP,FDP,FDP,False,['cooperative'],['cooperative']
Hört! Hört!,"Die zweite Realität ist eine enorme Diskrepanz der Haushaltssituation von Bund und Ländern. Im Mai 2022 hatte die Ländergesamtheit ein positives Finanzierungssaldo von 11,3 Milliarden Euro.",GRUENE,GRUENE,FDP,False,['cooperative'],"['confrontational_others', 'cooperative']"
Richtig!,"Wenn wir an der seelischen Gesundheit sparen, wird es am Ende um ein Vielfaches teurer.",GRUENE,GRUENE,GRUENE,False,['cooperative'],['cooperative']
Richtig!,"Erstens wollen wir Steuern und Abgaben senken, den Soli abschaffen, die Körperschaftsteuer, die Unternehmensteuern reduzieren sowie steuerfreie Überstundenzuschläge einführen.",FDP,FDP,FDP,False,['cooperative'],['cooperative']
